Id,SalePrice
1921,343933.5
1922,325418.25
1923,212694.28
1924,196501.0
1925,232223.5
1926,340850.6
1927,129442.07
1928,140800.44
1929,122221.21
1930,143368.72
1931,136603.84
1932,151967.52
1933,160251.39
1934,182573.83
1935,174305.06
1936,182911.84
1937,184048.94
1938,147373.19
1939,244499.47
1940,223815.5
1941,184555.02
1942,186495.17
1943,225394.8
1944,339976.56
1945,335351.9
1946,161965.42
1947,286151.38
1948,160126.44
1949,208681.36
1950,182882.9
1951,226605.88
1952,210965.33
1953,153244.72
1954,226148.7
1955,146704.8
1956,339397.06
1957,166409.38
1958,317095.62
1959,162312.25
1960,113675.72
1961,129974.23
1962,134507.2
1963,134268.06
1964,126728.25
1965,166751.28
1966,171089.12
1967,285570.84
1968,326913.9
1969,339538.06
1970,376579.66
1971,457038.53
1972,356668.9
1973,309289.22
1974,319634.0
1975,398956.72
1976,283786.16
1977,333400.6
1978,336050.9
1979,335964.84
1980,196239.36
1981,332507.16
1982,231820.06
1983,231820.06
1984,210238.7
1985,241443.69
1986,247479.66
1987,190966.8
1988,179897.1
1989,215226.94
1990,230636.98
1991,196405.42
1992,224296.66
1993,197888.39
1994,248323.23
1995,210303.17
1996,268713.75
1997,347395.06
1998,302168.03
1999,236146.77
2000,324278.22
2001,272582.56
2002,248301.73
2003,312928.9
2004,299258.22
2005,237351.27
2006,233590.48
2007,289226.94
2008,189654.34
2009,189814.83
2010,212335.2
2011,148389.56
2012,187029.4
2013,182181.02
2014,185527.98
2015,208953.02
2016,188062.22
2017,212809.86
2018,125617.07
2019,119144.37
2020,124199.74
2021,120262.75
2022,164940.03
2023,153669.11
2024,241345.69
2025,331489.66
2026,189827.39
2027,162386.64
2028,198331.98
2029,180133.45
2030,280227.3
2031,265165.34
2032,270274.03
2033,276066.28
2034,196307.64
2035,218798.53
2036,240708.23
2037,241692.58
2038,351606.53
2039,223011.16
2040,375205.9
2041,249322.4
2042,220439.8
2043,163079.89
2044,180028.67
2045,197729.77
2046,150842.31
2047,152904.94
2048,130633.87
2049,156151.38
2050,200850.11
2051,123044.88
2052,136765.94
2053,129931.3
2054,94557.195
2055,142990.78
2056,133953.42
2057,122353.84
2058,193853.11
2059,130850.78
2060,130205.1
2061,168477.69
2062,127071.3
2063,114914.66
2064,136227.55
2065,128271.01
2066,179591.81
2067,144172.83
2068,158808.1
2069,98941.27
2070,112085.37
2071,85843.73
2072,179612.9
2073,136002.33
2074,176850.78
2075,135511.64
2076,125042.88
2077,135552.12
2078,126977.016
2079,150134.52
2080,130744.94
2081,141990.67
2082,142669.3
2083,154901.5
2084,113489.75
2085,131549.12
2086,148854.69
2087,141975.25
2088,112580.31
2089,98834.16
2090,131588.95
2091,120618.89
2092,132319.48
2093,133931.44
2094,115708.35
2095,153949.47
2096,93875.07
2097,82307.94
2098,163337.89
2099,55128.938
2100,131583.5
2101,130119.516
2102,148449.23
2103,94553.51
2104,172750.17
2105,106123.44
2106,80786.336
2107,214802.4
2108,123380.23
2109,114533.06
2110,113015.086
2111,168902.1
2112,136539.4
2113,123319.46
2114,117187.54
2115,153212.28
2116,116432.47
2117,138235.39
2118,131733.94
2119,118725.414
2120,111814.87
2121,99027.59
2122,100501.12
2123,107698.39
2124,210306.4
2125,151717.44
2126,159384.8
2127,150190.61
2128,135381.97
2129,123407.48
2130,151719.52
2131,183311.72
2132,120975.0
2133,133225.34
2134,122382.59
2135,102429.8
2136,111305.11
2137,119808.62
2138,135800.64
2139,151461.5
2140,128181.83
2141,148682.88
2142,131782.67
2143,143559.3
2144,122796.23
2145,124546.22
2146,149559.06
2147,154333.53
2148,155010.31
2149,143856.3
2150,196346.58
2151,140950.67
2152,123428.23
2153,144729.98
2154,114554.234
2155,143296.95
2156,250458.6
2157,207196.5
2158,239382.36
2159,231160.52
2160,196292.12
2161,287117.8
2162,355183.38
2163,331277.47
2164,277872.78
2165,174304.73
2166,141165.66
2167,196424.92
2168,192036.33
2169,210697.84
2170,220387.11
2171,143743.52
2172,139160.19
2173,150230.64
2174,239876.75
2175,337212.44
2176,293312.47
2177,249958.66
2178,249051.8
2179,148640.92
2180,221954.06
2181,200320.92
2182,248009.64
2183,196575.5
2184,132080.73
2185,137797.14
2186,152277.89
2187,152117.22
2188,164990.19
2189,281855.94
2190,116258.84
2191,116258.84
2192,86802.72
2193,102134.87
2194,110937.58
2195,104459.11
2196,117256.055
2197,104226.73
2198,144504.6
2199,177571.38
2200,131756.47
2201,139262.56
2202,175120.55
2203,158579.1
2204,145889.73
2205,128626.55
2206,134022.75
2207,229840.16
2208,222637.33
2209,162409.89
2210,149161.75
2211,114758.414
2212,129864.44
2213,104047.91
2214,154006.31
2215,104094.016
2216,152970.92
2217,70948.016
2218,94591.11
2219,87740.92
2220,84180.6
2221,246527.78
2222,211710.02
2223,278999.12
2224,256003.55
2225,167195.38
2226,145566.33
2227,197409.55
2228,283097.5
2229,252715.1
2230,153559.47
2231,250623.81
2232,173693.4
2233,159137.8
2234,235321.27
2235,187272.81
2236,250277.7
2237,302748.56
2238,276192.53
2239,142053.27
2240,159070.88
2241,143402.56
2242,137787.33
2243,135211.73
2244,118237.28
2245,118237.28
2246,136014.75
2247,122176.164
2248,128101.55
2249,128862.34
2250,134522.11
2251,131082.53
2252,172821.84
2253,170108.19
2254,186659.27
2255,189482.7
2256,203736.2
2257,236238.94
2258,182738.62
2259,183374.88
2260,148968.97
2261,217624.45
2262,225039.66
2263,341766.62
2264,357361.12
2265,166966.97
2266,281193.62
2267,273636.97
2268,380203.94
2269,160047.62
2270,194472.9
2271,203941.19
2272,219351.25
2273,154024.0
2274,162267.23
2275,152074.75
2276,184000.06
2277,190267.88
2278,151668.34
2279,126364.75
2280,108218.86
2281,168797.14
2282,167445.12
2283,138631.62
2284,143659.23
2285,144025.95
2286,127454.72
2287,332892.84
2288,290456.7
2289,310882.94
2290,372631.44
2291,330580.9
2292,380027.25
2293,367756.4
2294,376684.12
2295,392192.97
2296,270152.28
2297,309851.66
2298,332236.6
2299,348883.5
2300,321754.28
2301,296633.12
2302,249624.97
2303,249221.2
2304,296737.84
2305,169510.62
2306,169510.62
2307,171565.9
2308,241757.45
2309,279188.9
2310,230976.34
2311,197716.48
2312,196569.47
2313,181425.03
2314,201733.66
2315,179439.92
2316,219795.64
2317,169526.0
2318,180287.86
2319,201958.36
2320,191529.25
2321,284442.3
2322,191904.25
2323,183921.31
2324,196298.02
2325,205529.98
2326,197093.17
2327,228483.86
2328,230808.89
2329,188460.81
2330,185516.36
2331,327350.34
2332,389134.7
2333,329167.56
2334,283215.9
2335,267033.47
2336,326376.7
2337,197028.77
2338,283695.94
2339,240819.94
2340,377005.6
2341,222557.0
2342,240643.3
2343,204115.38
2344,267004.53
2345,296831.53
2346,231996.72
2347,194774.45
2348,253277.64
2349,178798.28
2350,299539.5
2351,243527.8
2352,290034.75
2353,258600.53
2354,146025.11
2355,151228.16
2356,147694.19
2357,203320.19
2358,193460.67
2359,147134.52
2360,129096.29
2361,135849.78
2362,255536.77
2363,137396.12
2364,148210.62
2365,232779.2
2366,222867.11
2367,242273.06
2368,195727.45
2369,241569.9
2370,177413.69
2371,181831.38
2372,193701.22
2373,263820.75
2374,276718.4
2375,234599.45
2376,244167.16
2377,276855.44
2378,151144.95
2379,219173.12
2380,148285.58
2381,157756.88
2382,198853.3
2383,205045.31
2384,232299.6
2385,143430.42
2386,134967.86
2387,133297.67
2388,130798.03
2389,133850.11
2390,139707.38
2391,131013.99
2392,119923.734
2393,173892.73
2394,140310.88
2395,202582.88
2396,147919.39
2397,172965.31
2398,122458.266
2399,64224.49
2400,63940.906
2401,114968.055
2402,128570.74
2403,172009.03
2404,133776.6
2405,153922.11
2406,129495.04
2407,122776.48
2408,134961.62
2409,131094.44
2410,175965.08
2411,119495.445
2412,139982.38
2413,131520.81
2414,127632.84
2415,145670.5
2416,137582.14
2417,132648.03
2418,119070.11
2419,132867.22
2420,118510.9
2421,136542.81
2422,116788.63
2423,112095.61
2424,152265.03
2425,256007.39
2426,110880.195
2427,101455.07
2428,172012.81
2429,120215.18
2430,132103.56
2431,129686.55
2432,125883.336
2433,131140.78
2434,135475.47
2435,141214.86
2436,121866.14
2437,119703.55
2438,122916.13
2439,117955.33
2440,145452.16
2441,104660.24
2442,101354.76
2443,128752.97
2444,114279.61
2445,87779.484
2446,125943.92
2447,214558.44
2448,146284.52
2449,121378.92
2450,153544.66
2451,123342.81
2452,207255.64
2453,107832.24
2454,118192.04
2455,107881.48
2456,138128.48
2457,118034.67
2458,135286.44
2459,107735.88
2460,154992.27
2461,126986.44
2462,126239.85
2463,132223.12
2464,166138.16
2465,146591.16
2466,133733.08
2467,167682.8
2468,104456.5
2469,102643.34
2470,221965.11
2471,185189.66
2472,183922.2
2473,120731.164
2474,116515.26
2475,221925.08
2476,127008.12
2477,126286.34
2478,151389.5
2479,126601.8
2480,120561.07
2481,129764.89
2482,130126.18
2483,124510.73
2484,131873.86
2485,124078.28
2486,139023.94
2487,208413.66
2488,148993.14
2489,154119.88
2490,131409.2
2491,115562.445
2492,173533.12
2493,131416.19
2494,147838.42
2495,114487.31
2496,225427.1
2497,155905.47
2498,117466.73
2499,107835.15
2500,117604.74
2501,134741.67
2502,140620.94
2503,113070.67
2504,190531.69
2505,226008.17
2506,288805.25
2507,311362.47
2508,288805.25
2509,246437.6
2510,239226.16
2511,191363.4
2512,220490.61
2513,219163.78
2514,245927.94
2515,142372.84
2516,165801.9
2517,136541.97
2518,140582.72
2519,222882.1
2520,215744.66
2521,213189.0
2522,221463.61
2523,131944.31
2524,123801.95
2525,123275.44
2526,138340.9
2527,129639.02
2528,131651.22
2529,130250.984
2530,124693.75
2531,211887.75
2532,227577.22
2533,215736.86
2534,239168.55
2535,281420.22
2536,228610.77
2537,229243.44
2538,203091.56
2539,187613.55
2540,170090.73
2541,203603.47
2542,158260.42
2543,125693.92
2544,129560.34
2545,134797.05
2546,150215.25
2547,148564.98
2548,187875.34
2549,151437.7
2550,524039.06
2551,158642.75
2552,122309.375
2553,116258.84
2554,116239.08
2555,109448.78
2556,98349.21
2557,115123.266
2558,168473.2
2559,123768.38
2560,123688.664
2561,136328.6
2562,134063.38
2563,137938.44
2564,189696.16
2565,138746.28
2566,130069.41
2567,131187.97
2568,168510.23
2569,166198.25
2570,149744.89
2571,146087.7
2572,210206.52
2573,203388.14
2574,291210.44
2575,146524.22
2576,129202.945
2577,144529.1
2578,95906.61
2579,67783.92
2580,138101.22
2581,125747.77
2582,107987.46
2583,245085.48
2584,159207.44
2585,173982.83
2586,197189.72
2587,197796.44
2588,140709.64
2589,147204.16
2590,197747.58
2591,207637.47
2592,214822.48
2593,242226.17
2594,182673.78
2595,228592.89
2596,299687.3
2597,175833.0
2598,272162.22
2599,369985.38
2600,178328.86
2601,169883.42
2602,122323.52
2603,116737.02
2604,108956.47
2605,124562.17
2606,137120.56
2607,161761.12
2608,164171.84
2609,153865.94
2610,109277.96
2611,139269.67
2612,143343.61
2613,128101.55
2614,130831.56
2615,150585.52
2616,132597.61
2617,181704.62
2618,159178.47
2619,211494.69
2620,178097.55
2621,185694.12
2622,191981.66
2623,265299.03
2624,277655.8
2625,291704.9
2626,156601.23
2627,218432.16
2628,389701.44
2629,452692.94
2630,363689.16
2631,410953.38
2632,389570.38
2633,285610.62
2634,341153.56
2635,152315.86
2636,214876.94
2637,172202.61
2638,250124.8
2639,204016.78
2640,146570.23
2641,124326.305
2642,173781.5
2643,149853.08
2644,150070.67
2645,135952.94
2646,132879.75
2647,138414.72
2648,145017.42
2649,143849.22
2650,143393.31
2651,167089.28
2652,369126.56
2653,286165.9
2654,255895.31
2655,334966.06
2656,350809.53
2657,303282.28
2658,274158.3
2659,323034.28
2660,321216.88
2661,331403.72
2662,330477.03
2663,300040.66
2664,278626.38
2665,326799.2
2666,283724.8
2667,176892.05
2668,203660.14
2669,169864.08
2670,321555.84
2671,203660.14
2672,196407.4
2673,203384.56
2674,206157.14
2675,185363.52
2676,208990.22
2677,199736.52
2678,295916.66
2679,300761.84
2680,313583.7
2681,379410.12
2682,334824.88
2683,415243.66
2684,323585.8
2685,337518.34
2686,260611.66
2687,289331.7
2688,239413.72
2689,228820.12
2690,383228.62
2691,191624.17
2692,147235.53
2693,198109.2
2694,146857.4
2695,214314.52
2696,208591.72
2697,195776.02
2698,188079.73
2699,168535.28
2700,158626.98
2701,165467.78
2702,132206.06
2703,178646.36
2704,140944.44
2705,126727.61
2706,125043.805
2707,130080.3
2708,128504.68
2709,110542.39
2710,125916.08
2711,258230.97
2712,338419.84
2713,185322.38
2714,189160.4
2715,179054.89
2716,181729.0
2717,185942.17
2718,240592.84
2719,131020.28
2720,181524.5
2721,136269.28
2722,166014.44
2723,143299.23
2724,124555.14
2725,130253.86
2726,134812.64
2727,148150.3
2728,165930.92
2729,150890.95
2730,135744.27
2731,114834.11
2732,119316.5
2733,149837.45
2734,147355.81
2735,129271.92
2736,150088.14
2737,118442.51
2738,149320.62
2739,154366.86
2740,143315.3
2741,139130.48
2742,156921.98
2743,138810.92
2744,136405.72
2745,133220.67
2746,120542.766
2747,166821.92
2748,136709.9
2749,122642.29
2750,124365.44
2751,114444.66
2752,246168.12
2753,146530.52
2754,217185.02
2755,152859.19
2756,69816.84
2757,81741.516
2758,71429.836
2759,152921.08
2760,130568.95
2761,138637.66
2762,140837.03
2763,179980.66
2764,186639.56
2765,254130.9
2766,129221.086
2767,100194.664
2768,132595.55
2769,131921.31
2770,165345.03
2771,119703.55
2772,114469.64
2773,148140.06
2774,146940.45
2775,118340.05
2776,140173.69
2777,159751.53
2778,132373.7
2779,132545.2
2780,118455.555
2781,98575.914
2782,99836.586
2783,87175.61
2784,129200.78
2785,143541.55
2786,57889.61
2787,135625.53
2788,70858.66
2789,202965.02
2790,113987.07
2791,130031.125
2792,69567.625
2793,152684.48
2794,89390.23
2795,121894.29
2796,97377.92
2797,220718.53
2798,117015.48
2799,111352.766
2800,82769.57
2801,119770.57
2802,138149.94
2803,189380.7
2804,155930.58
2805,112093.484
2806,105836.92
2807,153511.8
2808,136488.31
2809,130676.77
2810,130610.266
2811,152401.45
2812,148949.2
2813,172618.42
2814,171646.34
2815,99283.46
2816,208546.38
2817,132940.44
2818,127922.64
2819,180535.7
2820,136123.52
2821,121274.875
2822,208319.25
2823,285111.84
2824,146755.75
2825,149891.17
2826,124410.16
2827,154979.89
2828,233981.64
2829,242518.2
2830,261906.06
2831,188457.27
2832,199328.17
2833,285217.53
2834,221283.9
2835,210234.83
2836,209214.97
2837,160532.06
2838,145887.9
2839,175948.25
2840,197159.58
2841,215856.03
2842,217555.9
2843,151357.73
2844,187512.64
2845,125242.25
2846,217606.69
2847,191805.75
2848,231128.97
2849,225935.98
2850,312282.03
2851,231840.48
2852,262309.94
2853,228442.72
2854,148304.84
2855,196866.5
2856,217542.27
2857,210064.84
2858,194482.83
2859,113052.7
2860,119692.13
2861,136967.7
2862,215791.66
2863,138952.97
2864,249222.02
2865,158642.75
2866,215279.69
2867,101930.77
2868,139244.34
2869,121003.836
2870,127516.66
2871,96848.01
2872,52540.03
2873,96978.75
2874,129517.9
2875,141689.33
2876,152324.6
2877,136674.38
2878,157157.47
2879,126169.875
2880,126688.51
2881,138385.25
2882,144395.88
2883,187774.44
2884,221805.72
2885,170992.58
2886,167077.55
2887,113526.99
2888,144569.73
2889,66760.52
2890,77114.11
2891,149609.6
2892,66437.016
2893,124804.336
2894,66088.42
2895,251893.08
2896,245341.45
2897,177679.22
2898,179550.97
2899,236983.44
2900,152852.12
2901,172589.28
2902,172198.88
2903,302561.1
2904,333559.88
2905,98023.016
2906,277317.4
2907,143295.83
2908,123488.9
2909,177897.98
2910,88422.0
2911,122323.516
2912,143463.56
2913,121204.23
2914,108956.5
2915,108956.5
2916,121204.23
2917,140963.53
2918,128817.23
2919,263348.34
